"","MState","MAge","Myear","MPlace","Enc_1995","Enc_1996","Enc_1997","Enc_1998","Enc_1999","Enc_2000","Enc_2001","Enc_2002","Enc_2003","Enc_2004","Enc_2005","Enc_2006","Enc_2007","Enc_2008","Enc_2009","Enc_2010","Enc_2011","Enc_2012","Enc_2013","Enc_2014","Enc_2015","Enc_2016","Enc_2017","Ch","Ad","uin"
"1187","Aa","2+",2002,"Abborren","0","0","0","0","0","0","0","5","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0",0,1,"AAC  578"
"1188","Aa","2+",2002,"Abborren","0","0","0","0","0","0","0","5","0","6","0","0","0","0","0","6","6","0","0","6","6","0","6",0,1,"AAC  825"
"1189","Aa","2+",2002,"Abborren","0","0","0","0","0","0","0","5","0","42","6","0","0","0","0","0","0","0","0","0","0","0","0",0,1,"AAC  801"
"1190","Aa","2+",2002,"Abborren","0","0","0","0","0","0","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,1,"AAC  823"
"1191","Aa","2+",2002,"Abborren","0","0","0","0","0","0","0","5","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0",0,1,"AAC  822"
"1192","Aa","2+",2002,"Abborren","0","0","0","0","0","0","0","5","6","0","0","6","0","0","0","6","6","0","0","0","0","0","0",0,1,"AAC  769"
"1193",NA,"2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,23,NA
"1194","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0","0","63","0","65",0,1,"AAC  985"
"1195","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0","64","0","0","0",0,1,"AAC  964"
"1196","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0","64","64","64","0",0,1,"AAC  605"
"1197","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0","48","48","0","0",0,1,"AAC  611"
"1198","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","18","0","64","0","0",0,1,"AAC  606"
"1199","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","48","0","0","0","0","0","0","0",0,1,"AAC  764"
"1200","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","0","0","0","63","0","0","63","0","0","0","0","0","0",0,1,"AAC  965"
"1201","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","0","0","63","0","0","0","0","63","0","0","0","0","63",0,1,"AAC  601"
"1202","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","0","0","63","0","0","0","0","63","0","0","64","0","0",0,1,"AAC  768"
"1203","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","63","0","0","0","0","0","0","0","0","36","36","36","0",0,1,"AAC  767"
"1204","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","63","0","0","0","0","0","0","63","0","0","0","0","0",0,1,"AAC  765"
"1205","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","63","0","0","0","0","63","0","0","0","64","65","65","65",0,1,"AAC  983"
"1206","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","63","0","63","0","0","0","0","0","0","0","0","0","0",0,1,"AAC  971"
"1207","Aa","2+",2002,"Bodskär","0","0","0","0","0","0","0","62","0","0","63","0","63","0","0","63","0","63","0","64","0","0","0",0,1,"AAC  612"
"1208",NA,"2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,27,NA
"1209","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0",0,1,"AAC  677"
"1210","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0",0,1,"AAC  750"
"1211","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0",0,1,"AAC  794"
"1212","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","18","0","0","18","0","0","0","18",0,1,"AAC  673"
"1213","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0",0,1,"AAC  753"
"1214","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0",0,1,"AAC  757"
"1215","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0",0,1,"AAC  790"
"1216","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0",0,1,"AAC  917"
"1217","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","0","0","0","18","0","0","0","0","0","0","18","0",0,1,"AAC  792"
"1218","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","0","0","0","18","18","0","0","0","0","0","0","0",0,1,"AAC  670"
"1219","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","0","0","0","18","18","18","0","0","18","0","18","0",0,1,"AAC  751"
"1220","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0",0,1,"AAC  913"
"1221","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0",0,1,"AAC  912"
"1222","Aa","2+",2002,"Kalken","0","0","0","0","0","0","0","17","0","18","18","18","0","0","0","0","0","0","0","0","0","0","0",0,1,"AAC  919"
"1223",NA,"2+",2002,"Lillö","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,9,NA
"1224","Aa","2+",2002,"Lillö","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","30","30","30","0","0",0,1,"AAE  531"
"1225","Aa","2+",2002,"Lillö","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","30","0","0","0","0","30","30",0,1,"AAC  728"
"1226","Aa","2+",2002,"Lillö","0","0","0","0","0","0","0","29","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0",0,1,"AAE  535"
"1227","Aa","2+",2002,"Lillö","0","0","0","0","0","0","0","29","0","0","0","0","0","0","30","0","0","0","0","30","0","0","0",0,1,"AAC  727"
"1228","Aa","2+",2002,"Lillö","0","0","0","0","0","0","0","29","0","0","0","0","0","0","30","0","30","0","0","0","0","30","0",0,1,"AAE  534"
"1229","Aa","2+",2002,"Lillö","0","0","0","0","0","0","0","29","0","0","0","0","0","0","30","0","30","0","30","0","30","30","0",0,1,"AAE  532"
