"","MState","MAge","Myear","MPlace","Enc_1995","Enc_1996","Enc_1997","Enc_1998","Enc_1999","Enc_2000","Enc_2001","Enc_2002","Enc_2003","Enc_2004","Enc_2005","Enc_2006","Enc_2007","Enc_2008","Enc_2009","Enc_2010","Enc_2011","Enc_2012","Enc_2013","Enc_2014","Enc_2015","Enc_2016","Enc_2017","Ch","Ad","uin"
"1429","Aa","2+",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","62","0","63","63","63","0","0","0","0","0","0","0","0",0,1,"AAK  781"
"1430","Aa","2+",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","62","0","42","0","0","0","0","0","0","0","0","0","0",0,1,"AAN  649"
"1431","Aa","2+",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","62","0","42","0","0","0","0","42","0","0","0","0","0",0,1,"AAN  641"
"1432","Aa","2+",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","62","63","0","0","0","0","0","0","0","0","0","63","63",0,1,"AAN  611"
"1433","Aa","2+",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","62","63","0","0","63","0","0","63","0","0","0","0","0",0,1,"AAK  787"
"1434","Aa","2+",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","62","63","0","63","63","0","0","63","63","64","0","64","63",0,1,"AAK  782"
"1435","Aa","2+",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","62","42","0","0","0","0","0","42","0","0","42","0","0",0,1,"AAN  643"
"1436",NA,"2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0",0,20,NA
"1437","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","18","0","0","18","18",0,1,"90A71833"
"1438","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","18","0","0","0","0","0",0,1,"90A71823"
"1439","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","18","0","18","0","0","18",0,1,"90A71843"
"1440","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","18","0","0","0","18","0","0","18",0,1,"90A71846"
"1441","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","18","18","0","0","0","0","0","0",0,1,"90A71839"
"1442","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","18","18","0","0","0","0","18","0",0,1,"90A71847"
"1443","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","18","0","0","0","0","0","0","0","0",0,1,"90A61674"
"1444","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","18","0","0","0","0","0","0","0","0",0,1,"90A61675"
"1445","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","18","0","0","0","0","0","0","18","0",0,1,"90A71842"
"1446","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","18","0","0","18","0","0","0","0","0",0,1,"90A71829"
"1447","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","18","0","18","0","0","0","0","0","0",0,1,"90A71838"
"1448","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","24","0","0","0","24","0","0","0","24",0,1,"90A71848"
"1449","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0",0,1,"90A71840"
"1450","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","18","0","0","0","0","0","0","0","0","0",0,1,"90A61653"
"1451","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","0","18","0","0","0","0","0","0","0","0","0",0,1,"90A71837"
"1452","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","0","18","0","0","0","18","18","18","0","18","0","0",0,1,"90A71818"
"1453","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","63","0","0","0","0","0","0","0","0","0","0","0",0,1,"90A71830"
"1454","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","18","0","0","0","0","0","0","0","0","0","0","0",0,1,"90A71834"
"1455","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","18","0","0","0","0","0","18","0","0","0","0","0",0,1,"90A71841"
"1456","Aa","2+",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","17","18","0","0","0","0","18","0","0","0","0","0","0",0,1,"90A71828"
"1457",NA,"2+",2005,"Lillö","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0",0,4,NA
"1458","Aa","2+",2005,"Lillö","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","30","0","0","0","30","30","0","0",0,1,"90A61669"
"1459","Aa","2+",2005,"Lillö","0","0","0","0","0","0","0","0","0","0","29","30","30","0","0","0","0","0","0","30","0","0","0",0,1,"90A71883"
"1460",NA,"2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0","0",0,11,NA
"1461","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","81","0","0",0,1," 8107328"
"1462","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","63","0","0","0","0",0,1," 8107322"
"1463","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","81","0","0","0","0",0,1," 8107334"
"1464","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","81","0","0","0","0",0,1," 8107336"
"1465","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","81","0","81","0","0",0,1," 8107329"
"1466","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","81","0","0","81","0","0",0,1,"AAN  556"
"1467","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","81","0","81","0","0","0",0,1," 8107345"
"1468","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","81","0","81","0","0","0","81","0",0,1," 8107326"
"1469","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","81","0","0","0","0","0","0","0","0",0,1," 8107327"
"1470","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","81","0","0","0","0","0","0","0","0",0,1," 8107333"
"1471","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","81","0","0","0","0","0","0","0","0",0,1," 8107337"
"1472","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","0","0","0","81","0","0","0","81","81","0","0","0",0,1," 8107323"
"1473","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","81","0","0","0","0","81","81","81","81","81","81","0",0,1," 8107340"
"1474","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","81","0","0","81","0","0","0","0","0","0","0","0",0,1," 8107331"
"1475","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","81","0","0","81","0","0","0","0","0","0","81","0",0,1," 8107330"
"1476","Aa","2+",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","80","81","0","0","81","81","0","0","81","0","0","0","0",0,1," 8107339"
"1478",NA,"2+",2005,"Söderskär","0","0","0","0","0","0","0","0","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0",0,1,NA
"1481",NA,"2+",2005,"Västerskär","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","0",0,1,NA
"1482","Aa","2+",2005,"Västerskär","0","0","0","0","0","0","0","0","0","0","41","0","0","42","0","0","0","0","0","0","0","0","0",0,1,"AAN  614"
"1483",NA,"2+",2006,"Abborren","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0",0,4,NA
"1484",NA,"2+",2006,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0",0,10,NA
"1485","Aa","2+",2006,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","63",0,1,"AAE  582"
"1486","Aa","2+",2006,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","64","0",0,1,"AAE  588"
"1487","Aa","2+",2006,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","63","0",0,1,"AAE  585"
"1488","Aa","2+",2006,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","64","65","64",0,1,"AAS  774"
"1489","Aa","2+",2006,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","64","64","65","0",0,1,"AAE  581"
"1490","Aa","2+",2006,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","63","0","0","0",0,1,"AAS  752"
"1491","Aa","2+",2006,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","62","0","63","0","0","0","0","0","0","0","0","63",0,1,"AAE  580"
"1492",NA,"2+",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0",0,18,NA
"1493","Aa","2+",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","18","0","0",0,1,"AAS  879"
"1494","Aa","2+",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","18","0","0","0","0","0","0",0,1,"AAC  300"
"1495","Aa","2+",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","48","0","0","0","0","48","48","0",0,1,"AAS  826"
"1496","Aa","2+",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","17","0","0","18","0","0","0","0","0","0","0","0",0,1,"AAC  316"
"1497","Aa","2+",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","17","0","0","18","0","0","0","0","0","0","0","0",0,1,"AAS  862"
"1498","Aa","2+",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","17","0","0","18","0","0","18","0","18","18","0","0",0,1,"AAS  827"
"1499","Aa","2+",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","17","0","0","18","0","18","0","0","0","0","0","0",0,1,"AAS  866"
"1500","Aa","2+",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","17","0","18","0","0","0","0","0","0","0","0","0",0,1,"AAC  314"
"1501","Aa","2+",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","17","18","0","0","0","0","0","0","0","0","0","0",0,1,"AAS  848"
"1502","Aa","2+",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","17","18","0","18","0","0","0","0","0","0","0","0",0,1,"AAC  305"
"1503","Aa","2+",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","17","18","0","18","0","0","18","0","0","0","0","0",0,1,"AAC  315"
"1504",NA,"2+",2006,"Lillö","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0",0,3,NA
"1505","Aa","2+",2006,"Lillö","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","30","30","0",0,1,"AAC  332"
"1506","Aa","2+",2006,"Lillö","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","30","0","30","0","0","30",0,1,"AAB  154"
"1507","Aa","2+",2006,"Lillö","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","30","0","0","0","0","0","0","0",0,1,"AAC  336"
"1508","Aa","2+",2006,"Lillö","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","30","0","0","0","30","30","30","30",0,1,"AAC  328"
"1509","Aa","2+",2006,"Lillö","0","0","0","0","0","0","0","0","0","0","0","29","0","0","30","0","0","0","30","30","30","0","0",0,1,"AAC  331"
"1510","Aa","2+",2006,"Lillö","0","0","0","0","0","0","0","0","0","0","0","29","0","30","0","0","0","0","0","0","0","0","0",0,1,"AAC  330"
"1511","Aa","2+",2006,"Lillö","0","0","0","0","0","0","0","0","0","0","0","29","30","0","0","0","0","0","0","30","0","0","0",0,1,"AAB  153"
"1512","Aa","2+",2006,"Lillö","0","0","0","0","0","0","0","0","0","0","0","29","30","0","0","30","30","0","30","30","0","0","0",0,1,"AAC  327"
"1513",NA,"2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0",0,4,NA
"1514","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","81","0",0,1,"AAS  989"
"1515","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","82","0","0",0,1,"AAS  981"
"1516","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","81","0","0",0,1,"AAS  978"
"1517","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","81","81","0",0,1,"AAS  925"
"1518","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0",0,1,"AAS  821"
"1519","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","81","0","0","0","0","0",0,1,"AAS  990"
"1520","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","81","81","81","0","0","81",0,1,"AAS  985"
"1521","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","81","0","0","0","81","81","0",0,1,"AAS  991"
"1522","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","81","0","0","81","81","83","0","0",0,1,"AAS  983"
"1523","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","81","0","0","0","0","0","0","0","0",0,1,"AAS  986"
"1524","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","81","0","0","0","0","81","82","0","0",0,1,"AAS  984"
"1525","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","81","0","0","0","81","81","0","81","0",0,1,"AAS  994"
"1526","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","81","81","0","81","0","81","0","81","0",0,1,"AAS  820"
"1527","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","0","81","81","81","81","81","81","83","0","81",0,1,"AAS  982"
"1528","Aa","2+",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","80","0","81","0","81","0","0","0","0","81","81","0",0,1,"AAS  980"
"1533",NA,"2+",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0",0,4,NA
"1534","Aa","2+",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","81","0",0,1,"AAS  814"
"1535","Aa","2+",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","48","0","0","0",0,1,"AAS  809"
"1536","Aa","2+",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0",0,1,"AAS  803"
"1537","Aa","2+",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","41","42","0","0","0","0","0","0","0","0","0","0",0,1,"AAS  767"
"1538","Aa","2+",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","41","42","0","0","0","0","42","0","0","0","0","0",0,1,"AAS  766"
"1539",NA,"2+",2007,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0",0,4,NA
"1540","Aa","2+",2007,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","6","6","0","0","0",0,1,"ABA  006"
"1541",NA,"2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0",0,13,NA
"1542","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","12",0,1,"ABA  201"
"1543","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","63","63",0,1,"ABA  254"
"1544","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","42","0",0,1,"ABA  234"
"1545","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","65","65","65",0,1,"ABA  259"
"1546","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","64","0","0",0,1,"ABA  255"
"1547","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","64","64","64",0,1,"ABA  204"
"1548","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","64","64","0","0",0,1,"ABA  200"
"1549","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","63","64","0","0",0,1,"ABA  209"
"1550","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","63","0","0","64","0","63",0,1,"ABA  205"
"1551","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","63","63","0","0","64","0","0",0,1,"ABA  252"
"1552","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","63","63","63","0","0","63","63",0,1,"ABA  253"
"1553","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","0","63","0","0","0","0","0","0","0","0",0,1,"ABA  251"
"1554","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","63","0","0","0","0","0","0","64","0","0",0,1,"ABA  211"
"1555","Aa","2+",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","62","63","63","0","0","0","0","0","0","0","0",0,1,"ABA  258"
"1556",NA,"2+",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0",0,11,NA
"1557","Aa","2+",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","48",0,1,"ABA  806"
"1558","Aa","2+",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","63","0","64","0",0,1,"ABA  813"
"1559","Aa","2+",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","18","0","0","18","0",0,1,"ABA  802"
"1560","Aa","2+",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","18","18","0","0","0",0,1,"ABA  810"
"1561","Aa","2+",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","18","0","0","0","0","18","18","0",0,1,"ABA  809"
"1562","Aa","2+",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","17","0","18","0","0","0","0","0","0","0","0",0,1,"ABA  804"
"1563","Aa","2+",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","17","0","18","18","18","18","0","18","0","18","0",0,1,"ABA  808"
"1564",NA,"2+",2007,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0",0,3,NA
"1565","Aa","2+",2007,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","30","0","0","0","0","0","0","0",0,1,"ABA  818"
"1566","Aa","2+",2007,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","29","0","30","30","30","0","0","30","0","0","0",0,1,"ABA  182"
"1567","Aa","2+",2007,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","29","30","0","0","0","0","0","0","30","30","0",0,1,"ABA  817"
"1572",NA,"2+",2007,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0",0,5,NA
"1573","Aa","2+",2007,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","11","12","0","0","0","0","0","0","0","0","0",0,1,"ABA  020"
"1574","Aa","2+",2007,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","11","12","0","0","0","0","12","0","0","0","0",0,1,"ABA  022"
"1575",NA,"2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0",0,11,NA
"1576","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","63",0,1,"ABA  231"
"1577","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","64","0",0,1,"ABA  219"
"1578","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","81","0","0","0",0,1,"ABA  249"
"1579","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","42","0","0","0",0,1,"ABA  239"
"1580","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","81","0","81","0","0",0,1,"ABA  118"
"1581","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","42","0","0","42","64","0","0",0,1,"ABA  215"
"1582","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","42","42","0","42","0","0","0",0,1,"ABA  237"
"1583","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","42","0","0","42","0","0","0","0",0,1,"ABA  238"
"1584","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","0","42","0","0","0","0","0","0","0","0",0,1,"ABA  245"
"1585","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","63","0","0","0","0","0","64","64","64","0",0,1,"ABA  230"
"1586","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","42","0","0","0","0","0","0","0","0","0",0,1,"ABA  240"
"1587","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","42","0","0","0","0","0","0","0","0","0",0,1,"ABA  243"
"1588","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","42","0","0","0","42","0","0","0","0","0",0,1,"ABA  214"
"1589","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","42","0","0","0","42","0","0","0","0","42",0,1,"ABA  247"
"1590","Aa","2+",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","41","42","0","0","42","42","0","0","0","0","0",0,1,"ABA  218"
"1591",NA,"2+",2008,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0",0,2,NA
"1592","Aa","2+",2008,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","6","6","6","6",0,1,"ABA  881"
"1593","Aa","2+",2008,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","6","0","0","6","0",0,1,"ABA  884"
"1594","Aa","2+",2008,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","5","6","0","0","0","0","0","0","0","6",0,1,"ABA  882"
"1595",NA,"2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0",0,19,NA
"1596","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","64",0,1,"ABA  867"
"1597","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","64","0",0,1,"ABA  864"
"1598","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","64","0",0,1,"ABA  878"
"1599","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","64","64",0,1,"ABE  104"
"1600","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","64","63",0,1,"ABA  861"
"1601","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","64","63",0,1,"ABA  866"
"1602","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","64","0","0",0,1,"ABA  877"
"1603","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","64","0","0",0,1,"ABA  879"
"1604","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","64","64","0",0,1,"ABA  897"
"1605","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","65","64","64","65",0,1,"ABE  107"
"1606","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","64","0","0","0",0,1,"ABA  885"
"1607","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","64","64","0","0",0,1,"ABE  109"
"1608","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","63","0","0","0","0",0,1,"ABE  102"
"1609","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","63","0","64","64","65",0,1,"ABA  862"
"1610","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","63","63","64","65","64",0,1,"ABA  865"
"1611","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","63","0","0","65","0","0",0,1,"ABE  108"
"1612","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","63","0","81","0","63","63",0,1,"ABA  863"
"1613","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","18","0","65","64","64","64",0,1,"ABE  105"
"1614","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","81","0","0","0","0","0",0,1,"ABE  114"
"1615","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","81","0","0","82","0","0",0,1,"ABE  111"
"1616","Aa","2+",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","81","81","0","0","82","81","0",0,1,"ABE  117"
